step,amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,is_fraud,error_bal_orig,error_bal_dest,amount_bal_ratio,is_orig_zeroed,is_dest_empty_start,trans_type_CASH_OUT,trans_type_DEBIT,trans_type_PAYMENT,trans_type_TRANSFER
334,4250.18,10967.0,6716.82,0.0,0.0,0,0.0,4250.18,0.38754262788365096,0,1,0,0,1,0
132,569372.63,0.0,0.0,1380621.32,1949993.94,0,569372.63,0.01000000024214387,0.0,1,0,1,0,0,0
20,113594.39,0.0,0.0,226350.26,339944.65,0,113594.39,0.0,0.0,1,0,1,0,0,0
322,2063387.32,23570.0,0.0,962324.63,3025711.95,0,2039817.32,0.0,87.54294951209164,1,0,0,0,0,1
251,208272.94,15832.0,0.0,1861567.17,2069840.11,0,192440.94,-2.3283064365386963e-10,13.155188226376959,1,0,1,0,0,0
587,130594.31,289.0,0.0,787924.12,918518.43,0,130305.31,-1.1641532182693481e-10,451.88342560553633,1,0,1,0,0,0
416,1215.36,14690.0,13474.64,0.0,0.0,0,0.0,1215.36,0.08273383253914227,0,1,0,0,1,0
12,145085.07,0.0,0.0,731962.57,1017199.76,0,145085.07,-140152.1200000001,0.0,1,0,1,0,0,0
207,88907.0,6223.0,0.0,165716.85,254623.85,0,82684.0,0.0,14.286839145106862,1,0,1,0,0,0
226,266353.05,0.0,0.0,275459.9,541812.95,0,266353.05,0.0,0.0,1,0,1,0,0,0
184,352577.09,43850.0,0.0,1244180.75,1596757.84,0,308727.09,0.0,8.040526567844926,1,0,1,0,0,0
109,3523089.46,3523089.46,0.0,8737618.15,12260707.61,1,0.0,0.0,1.0,1,0,1,0,0,0
230,131216.89,20837.0,152053.89,16282.66,0.0,0,262433.78,147499.55000000002,6.297302394778519,0,0,0,0,0,0
236,109760.78,0.0,0.0,154903.6,264664.38,0,109760.78,0.0,0.0,1,0,1,0,0,0
491,580387.06,580387.06,0.0,1624593.89,2204980.95,1,0.0,0.0,1.0,1,0,1,0,0,0
326,13261.34,0.0,0.0,0.0,0.0,0,13261.34,13261.34,0.0,1,1,0,0,1,0
395,171880.67,171880.67,0.0,2893198.81,3086348.25,1,0.0,-21268.77000000002,1.0,1,0,1,0,0,0
333,120905.11,289.0,0.0,1945.13,122850.23,0,120616.11,0.010000000009313226,418.3567820069204,1,0,1,0,0,0
155,261941.61,0.0,0.0,631314.46,893256.07,0,261941.61,0.0,0.0,1,0,1,0,0,0
163,50550.44,0.0,0.0,304935.24,355485.68,0,50550.44,0.0,0.0,1,0,0,0,0,1
145,1539687.27,1539687.27,0.0,0.0,0.0,1,0.0,1539687.27,1.0,1,1,0,0,0,1
306,48795.83,0.0,0.0,728022.78,776818.61,0,48795.83,0.0,0.0,1,0,1,0,0,0
162,8445.82,11919.48,3473.66,0.0,0.0,0,0.0,8445.82,0.70857285720518,0,1,0,0,1,0
238,136476.64,3300753.27,3437229.91,324035.03,187558.39,0,272953.28000000026,272953.28,0.04134711953190007,0,0,0,0,0,0
355,10294.21,446.0,0.0,0.0,0.0,0,9848.21,10294.21,23.081188340807174,1,1,0,0,1,0
260,82159.8,617.0,82776.8,3038908.97,2956749.17,0,164319.6,164319.6000000001,133.16012965964345,0,0,0,0,0,0
121,936976.86,936976.86,0.0,0.0,0.0,1,0.0,936976.86,1.0,1,1,0,0,0,1
385,244918.91,0.0,0.0,293501.17,538420.09,0,244918.91,-0.010000000009313226,0.0,1,0,1,0,0,0
252,76659.73,0.0,0.0,759137.98,835797.71,0,76659.73,0.0,0.0,1,0,1,0,0,0
273,601494.61,601494.61,0.0,0.0,0.0,1,0.0,601494.61,1.0,1,1,0,0,0,1
332,10213.05,144767.0,134553.95,0.0,0.0,0,0.0,10213.05,0.07054819123142704,0,1,0,0,1,0
15,4483.89,0.0,0.0,0.0,0.0,0,4483.89,4483.89,0.0,1,1,0,0,1,0
13,183417.49,1266679.16,1083261.66,2495486.91,3322700.69,0,-0.010000000009313226,-643796.2899999996,0.14480185337540408,0,0,1,0,0,0
249,50938.86,665443.12,614504.26,0.0,0.0,0,0.0,50938.86,0.07654878150968035,0,1,0,0,1,0
157,172540.27,0.0,0.0,352677.19,312866.59,0,172540.27,212350.86999999994,0.0,1,0,1,0,0,0
276,5957.53,0.0,0.0,0.0,0.0,0,5957.53,5957.53,0.0,1,1,0,0,1,0
187,71820.13,1525327.18,1597147.31,339275.98,267455.85,0,143640.26,143640.26,0.047085065382497154,0,0,0,0,0,0
377,65223.73,0.0,0.0,0.0,0.0,0,65223.73,65223.73,0.0,1,1,0,0,1,0
376,184211.85,0.0,0.0,1194934.74,1379146.59,0,184211.85,0.0,0.0,1,0,1,0,0,0
373,105586.48,0.0,0.0,1330537.91,1436124.39,0,105586.48,0.0,0.0,1,0,1,0,0,0
225,206544.72,8924178.1,9130722.82,465032.02,258487.3,0,413089.44000000134,413089.44,0.023144396905301567,0,0,0,0,0,0
140,339127.6,0.0,0.0,12381531.72,12720659.32,0,339127.6,0.0,0.0,1,0,1,0,0,0
351,9772559.35,9772559.35,0.0,1968332.75,11740892.1,1,0.0,0.0,1.0,1,0,1,0,0,0
250,52795.24,52795.24,0.0,61166.14,113961.38,1,0.0,0.0,1.0,1,0,1,0,0,0
649,177429.18,177429.18,0.0,26853.77,204282.95,1,0.0,-2.9103830456733704e-11,1.0,1,0,1,0,0,0
205,22503.98,0.0,0.0,298983.24,321487.22,0,22503.98,0.0,0.0,1,0,1,0,0,0
40,925484.43,15545.0,0.0,617319.22,1542803.64,0,909939.43,0.010000000009313226,59.535826954004506,1,0,0,0,0,1
21,437980.22,0.0,0.0,1088170.29,1457354.78,0,437980.22,68795.72999999998,0.0,1,0,1,0,0,0
282,20898.5,4116647.15,4137545.64,982834.77,961936.28,0,41796.99000000022,41796.98999999999,0.005076582771977433,0,0,0,0,0,0
115,120232.13,120232.13,0.0,0.0,0.0,1,0.0,120232.13,1.0,1,1,0,0,0,1
234,176449.93,75489.0,0.0,310031.09,486481.02,0,100960.93,0.0,2.3374257176542277,1,0,1,0,0,0
156,307267.84,17402.0,0.0,184.0,0.0,0,289865.84,307451.84,17.657041719342605,1,0,1,0,0,0
203,2820.08,713200.69,710380.61,0.0,0.0,0,0.0,2820.08,0.00395411844035092,0,1,0,0,1,0
325,293709.18,0.0,0.0,2396002.51,2689711.69,0,293709.18,0.0,0.0,1,0,0,0,0,1
203,111487.07,20073.0,0.0,0.0,111487.07,0,91414.07,0.0,5.554081103970508,1,1,0,0,0,1
353,5774.14,396086.0,390311.86,0.0,0.0,0,0.0,5774.14,0.014577995687805174,0,1,0,0,1,0
15,218712.67,36559.0,255271.67,3768884.54,3550171.87,0,437425.34,437425.33999999985,5.982457671161685,0,0,0,0,0,0
262,247093.49,7772252.08,8019345.57,1707018.97,1459925.48,0,494186.98000000045,494186.98,0.03179174934840765,0,0,0,0,0,0
225,110408.89,0.0,0.0,412399.58,522808.46,0,110408.89,0.010000000009313226,0.0,1,0,1,0,0,0
302,212537.16,6646292.55,6858829.71,543909.77,331372.61,0,425074.3200000003,425074.32000000007,0.03197830345280242,0,0,0,0,0,0
249,56847.17,56847.17,0.0,0.0,0.0,1,0.0,56847.17,1.0,1,1,0,0,0,1
687,98951.19,0.0,0.0,222129.06,321080.24,0,98951.19,0.010000000009313226,0.0,1,0,1,0,0,0
257,177993.39,608949.0,786942.39,179356.69,1363.3,0,355986.78,355986.78,0.29229605434937905,0,0,0,0,0,0
351,17058.94,104806.0,87747.06,0.0,0.0,0,0.0,17058.94,0.162766826326737,0,1,0,0,1,0
694,5175876.53,5175876.53,0.0,7229712.73,12405589.26,1,0.0,1.862645149230957e-09,1.0,1,0,1,0,0,0
35,23248.02,315042.96,291794.94,0.0,0.0,0,0.0,23248.02,0.0737931741118735,0,1,0,0,1,0
42,152866.72,0.0,0.0,6945241.75,7098108.47,0,152866.72,0.0,0.0,1,0,1,0,0,0
369,481341.68,0.0,0.0,497800.01,979141.69,0,481341.68,0.0,0.0,1,0,0,0,0,1
236,48783.85,20471.0,0.0,2741926.22,2790710.07,0,28312.85,4.656612873077393e-10,2.3830711738556984,1,0,1,0,0,0
47,19125.69,0.0,0.0,0.0,0.0,0,19125.69,19125.69,0.0,1,1,0,0,1,0
19,11030.02,31743.0,20712.98,0.0,0.0,0,0.0,11030.02,0.3474788142267587,0,1,0,0,1,0
233,20076.54,51870.0,31793.46,0.0,0.0,0,0.0,20076.54,0.3870549450549451,0,1,0,0,1,0
145,3572736.74,3572736.74,0.0,1362451.86,4935188.59,1,0.0,0.010000000707805157,1.0,1,0,1,0,0,0
232,1454888.86,1454888.86,0.0,278158.89,1733047.75,1,0.0,0.0,1.0,1,0,1,0,0,0
38,246.82,0.0,0.0,0.0,0.0,0,246.82,246.82,0.0,1,1,0,0,1,0
257,3876.72,0.0,0.0,0.0,0.0,0,3876.72,3876.72,0.0,1,1,0,0,1,0
403,303153.78,0.0,0.0,623735.91,926889.69,0,303153.78,1.1641532182693481e-10,0.0,1,0,0,0,0,1
159,5743.58,0.0,0.0,0.0,0.0,0,5743.58,5743.58,0.0,1,1,0,0,1,0
371,36248.4,106257.0,70008.6,0.0,0.0,0,0.0,36248.4,0.34113893672887435,0,1,0,0,1,0
15,159336.63,35182.0,194518.63,1237564.9,1078228.27,0,318673.26,318673.2599999998,4.5289247342391,0,0,0,0,0,0
14,7073.5,0.0,0.0,0.0,0.0,0,7073.5,7073.5,0.0,1,1,0,0,1,0
407,1432.24,22429.0,20996.76,0.0,0.0,0,0.0,1432.24,0.06385661420482411,0,1,0,0,1,0
215,915726.03,0.0,0.0,2895534.55,3811260.58,0,915726.03,0.0,0.0,1,0,0,0,0,1
153,1112.55,1648.0,535.45,0.0,0.0,0,0.0,1112.55,0.6750910194174757,0,1,0,0,1,0
18,169898.01,18964.0,188862.01,749238.61,579340.6,0,339796.02,339796.02,8.958975427125079,0,0,0,0,0,0
43,4528.96,0.0,0.0,0.0,0.0,0,4528.96,4528.96,0.0,1,1,0,0,1,0
235,342596.36,31290.0,0.0,2099043.47,2441639.83,0,311306.36,0.0,10.949068712048577,1,0,1,0,0,0
286,261779.18,177559.0,0.0,0.0,261779.18,0,84220.18,0.0,1.4743222252884955,1,1,0,0,0,1
163,96445.03,11211.0,0.0,74129.65,170574.68,0,85234.03,0.0,8.602714298456872,1,0,1,0,0,0
720,79039.81,79039.81,0.0,11270532.7,11349572.51,1,0.0,0.0,1.0,1,0,1,0,0,0
141,137972.58,23022.0,0.0,256410.95,394383.52,0,114950.57999999999,0.010000000009313226,5.993075319259838,1,0,0,0,0,1
137,369435.73,416131.0,785566.73,0.0,0.0,0,738871.46,369435.73,0.8877870910842979,0,1,0,0,0,0
409,107089.06,926.0,108015.06,0.0,0.0,0,214178.12,107089.06,115.64693304535636,0,1,0,0,0,0
204,102516.16,0.0,0.0,110852.24,213368.4,0,102516.16,2.9103830456733704e-11,0.0,1,0,1,0,0,0
249,662542.81,0.0,0.0,1272710.18,1935252.99,0,662542.81,0.0,0.0,1,0,0,0,0,1
129,109846.54,14581.0,0.0,0.0,109846.54,0,95265.54,0.0,7.533539537754612,1,1,1,0,0,0
232,389122.81,0.0,0.0,4744992.48,5134115.3,0,389122.81,-0.009999999776482582,0.0,1,0,0,0,0,1
350,99579.93,6087031.85,6186611.78,811947.48,712367.55,0,199159.86000000034,199159.85999999987,0.01635935747568004,0,0,0,0,0,0
378,18142.84,453.0,18595.84,0.0,0.0,0,36285.68,18142.84,40.05041942604856,0,1,0,0,0,0
256,21169.59,52176.0,31006.41,269650.2,290819.79,0,0.0,5.820766091346741e-11,0.4057342456301748,0,0,1,0,0,0
260,7001.3,0.0,0.0,0.0,0.0,0,7001.3,7001.3,0.0,1,1,0,0,1,0
253,315754.48,0.0,0.0,380291.75,696046.22,0,315754.48,0.010000000009313226,0.0,1,0,1,0,0,0
36,7786.55,0.0,0.0,0.0,0.0,0,7786.55,7786.55,0.0,1,1,0,0,1,0
128,138993.63,138993.63,0.0,0.0,138993.63,1,0.0,0.0,1.0,1,1,1,0,0,0
134,250960.1,0.0,0.0,2602342.39,2853302.49,0,250960.1,0.0,0.0,1,0,1,0,0,0
277,104074.07,252077.24,356151.32,7472681.94,7368607.86,0,208148.15000000002,208148.15000000037,0.41286579462707546,0,0,0,0,0,0
350,6464.38,0.0,0.0,439532.36,445996.74,0,6464.38,0.0,0.0,1,0,0,0,0,1
164,273610.26,915155.07,1188765.33,424848.51,151238.25,0,547220.5200000001,547220.52,0.29897693731839353,0,0,0,0,0,0
131,340286.58,0.0,0.0,413116.95,753403.53,0,340286.58,0.0,0.0,1,0,1,0,0,0
377,166229.02,1728.54,167957.56,226661.93,60432.91,0,332458.04,332458.0399999999,96.16729725664433,0,0,0,0,0,0
276,5254.72,0.0,0.0,0.0,0.0,0,5254.72,5254.72,0.0,1,1,0,0,1,0
230,9736.46,20417.0,10680.54,0.0,0.0,0,0.0,9736.46,0.47688005093794383,0,1,0,0,1,0
401,4450.67,386981.33,382530.65,0.0,0.0,0,-0.010000000009313226,4450.67,0.011500994117726558,0,1,0,0,1,0
43,317421.71,9756.0,0.0,964899.18,1282320.89,0,307665.71,2.3283064365386963e-10,32.536050635506356,1,0,1,0,0,0
278,9005.5,72512.0,63506.5,0.0,0.0,0,0.0,9005.5,0.12419323698146513,0,1,0,0,1,0
20,355953.59,779.0,0.0,426669.78,782623.36,0,355174.59,0.010000000125728548,456.93657252888323,1,0,1,0,0,0
230,2326251.51,2326251.51,0.0,37662.1,2363913.61,1,0.0,0.0,1.0,1,0,1,0,0,0
574,285705.63,42271.0,327976.63,0.0,0.0,0,571411.26,285705.63,6.75890397672163,0,1,0,0,0,0
45,57516.92,190663.0,133146.08,1415254.8,1472771.72,0,0.0,0.0,0.30166796913926663,0,0,1,0,0,0
263,273408.94,273408.94,0.0,0.0,0.0,1,0.0,273408.94,1.0,1,1,0,0,0,1
231,360096.01,2564510.56,2924606.57,526794.28,166698.27,0,720192.02,720192.02,0.14041510127374948,0,0,0,0,0,0
256,598.31,94381.0,93782.69,0.0,0.0,0,0.0,598.31,0.00633930558057236,0,1,0,0,1,0
139,21395.76,596331.0,574935.24,0.0,0.0,0,0.0,21395.76,0.03587900008552297,0,1,0,0,1,0
130,11710.76,0.0,0.0,0.0,0.0,0,11710.76,11710.76,0.0,1,1,0,0,1,0
164,249614.38,3076225.96,3325840.34,477937.39,228323.01,0,499228.7599999998,499228.76,0.08114305751453967,0,0,0,0,0,0
43,330665.45,40703.0,371368.45,0.0,0.0,0,661330.9,330665.45,8.123859420681523,0,1,0,0,0,0
207,182534.67,0.0,0.0,793524.5,976059.18,0,182534.67,-0.010000000009313226,0.0,1,0,1,0,0,0
18,19669.9,543.0,0.0,0.0,0.0,0,19126.9,19669.9,36.224493554327815,1,1,0,0,1,0
165,15290.31,0.0,0.0,0.0,0.0,0,15290.31,15290.31,0.0,1,1,0,0,1,0
395,513736.6,176471.73,0.0,5956336.71,6470073.32,0,337264.87,-0.010000000707805157,2.9111552314923186,1,0,1,0,0,0
371,12668.14,11160.0,0.0,0.0,0.0,0,1508.1399999999994,12668.14,1.1351379928315413,1,1,0,0,1,0
694,186567.41,186567.41,0.0,0.0,186567.41,1,0.0,0.0,1.0,1,1,1,0,0,0
205,222431.4,55082.0,0.0,1567438.17,1789869.57,0,167349.4,-2.3283064365386963e-10,4.038186703460296,1,0,1,0,0,0
182,14609.68,10823.0,0.0,0.0,0.0,0,3786.6800000000003,14609.68,1.349873417721519,1,1,0,0,1,0
684,12910.93,20151.0,7240.07,0.0,0.0,0,0.0,12910.93,0.6407091459480919,0,1,0,0,1,0
226,213738.3,11133.0,224871.3,0.0,0.0,0,427476.6,213738.3,19.198625707356506,0,1,0,0,0,0
306,70.41,54279.14,54208.73,0.0,0.0,0,7.275957614183426e-12,70.41,0.0012971834115278907,0,1,0,0,1,0
166,247532.41,0.0,0.0,440629.49,688161.9,0,247532.41,0.0,0.0,1,0,1,0,0,0
202,126991.08,30847.0,157838.08,0.0,0.0,0,253982.15999999997,126991.08,4.116804875676727,0,1,0,0,0,0
158,83435.82,0.0,0.0,240392.81,323828.63,0,83435.82,0.0,0.0,1,0,1,0,0,0
187,225327.35,24969.0,0.0,445537.06,670864.41,0,200358.35,0.0,9.02428411229925,1,0,1,0,0,0
373,452056.28,2896535.3,3348591.59,10223402.39,9771346.11,0,904112.5700000003,904112.5600000005,0.15606793398996383,0,0,0,0,0,0
402,62252.38,147.0,0.0,0.0,62252.38,0,62105.38,0.0,423.4855782312925,1,1,1,0,0,0
349,626570.55,11293.0,0.0,1368822.33,1995392.87,0,615277.55,0.010000000009313226,55.483091295492784,1,0,0,0,0,1
252,228755.22,9052135.01,9280890.23,1925816.8,1864170.03,0,457510.44000000134,290401.99,0.025270858172938365,0,0,0,0,0,0
376,48182.29,0.0,0.0,444363.76,492546.05,0,48182.29,0.0,0.0,1,0,1,0,0,0
40,6188772.44,6188772.44,0.0,0.0,0.0,1,0.0,6188772.44,1.0,1,1,0,0,0,1
400,436757.76,436757.76,0.0,0.0,436757.76,1,0.0,0.0,1.0,1,1,1,0,0,0
14,205840.17,51453.0,0.0,1133371.77,721025.25,0,154387.17,618186.69,4.000547489942278,1,0,1,0,0,0
403,296593.6,1865.0,0.0,0.0,296593.6,0,294728.6,0.0,159.03142091152813,1,1,1,0,0,0
181,732386.14,103358.0,0.0,467075.46,1199461.6,0,629028.14,0.0,7.085916329650342,1,0,0,0,0,1
286,5062.81,51532.0,46469.19,0.0,0.0,0,0.0,5062.81,0.09824594426763954,0,1,0,0,1,0
420,16458.12,31486.0,47944.12,0.0,0.0,0,32916.240000000005,16458.12,0.5227123165851489,0,1,0,0,0,0
393,12287.76,0.0,0.0,0.0,0.0,0,12287.76,12287.76,0.0,1,1,0,0,1,0
15,304801.58,89650.0,0.0,0.0,304801.58,0,215151.58000000002,0.0,3.3999060791968767,1,1,1,0,0,0
44,22367.27,0.0,0.0,0.0,0.0,0,22367.27,22367.27,0.0,1,1,0,0,1,0
25,272746.89,0.0,0.0,1492802.2,1765549.09,0,272746.89,-2.3283064365386963e-10,0.0,1,0,1,0,0,0
184,11829.9,298825.0,286995.1,0.0,0.0,0,0.0,11829.9,0.039588053208399566,0,1,0,0,1,0
198,18471.55,18471.55,0.0,0.0,18471.55,1,0.0,0.0,1.0,1,1,1,0,0,0
252,63473.03,284338.17,220865.15,0.0,0.0,0,0.010000000009313226,63473.03,0.22323077481999692,0,1,0,0,1,0
281,160973.62,0.0,0.0,422735.0,583708.63,0,160973.62,-0.010000000009313226,0.0,1,0,1,0,0,0
261,7475.23,147178.67,139703.44,0.0,0.0,0,0.0,7475.23,0.05079017224438839,0,1,0,0,1,0
328,8459.36,0.0,0.0,0.0,0.0,0,8459.36,8459.36,0.0,1,1,0,0,1,0
393,11286.85,8718771.62,8730058.46,194586.99,183300.14,0,22573.69000000134,22573.699999999983,0.0012945458938400317,0,0,0,0,0,0
551,879321.88,879321.88,0.0,0.0,0.0,1,0.0,879321.88,1.0,1,1,0,0,0,1
204,58635.89,6051.0,0.0,0.0,58635.89,0,52584.89,0.0,9.690280945298298,1,1,1,0,0,0
177,139340.82,0.0,0.0,792751.5,932092.32,0,139340.82,1.1641532182693481e-10,0.0,1,0,1,0,0,0
397,20801.53,0.0,0.0,1702127.45,1722928.97,0,20801.53,0.010000000009313226,0.0,1,0,1,0,0,0
178,66255.19,21344930.31,21411185.5,1273565.33,1207310.15,0,132510.38000000268,132510.3700000001,0.0031040246577408483,0,0,0,0,0,0
19,122101.57,0.0,0.0,0.0,639940.2,1,122101.57,-517838.62999999995,0.0,1,1,1,0,0,0
380,5861.05,72432.0,66570.95,0.0,0.0,0,0.0,5861.05,0.08091796443560857,0,1,0,0,1,0
307,150372.89,0.0,0.0,1092090.8,1242463.69,0,150372.89,0.0,0.0,1,0,1,0,0,0
207,13076.17,0.0,0.0,0.0,0.0,0,13076.17,13076.17,0.0,1,1,0,0,1,0
730,1152538.9,1152538.9,0.0,0.0,0.0,1,0.0,1152538.9,1.0,1,1,0,0,0,1
298,394565.92,93740.44,0.0,816338.78,1210904.71,0,300825.48,-0.010000000009313226,4.209132365924461,1,0,1,0,0,0
12,144544.86,0.0,0.0,178133.62,322678.48,0,144544.86,0.0,0.0,1,0,1,0,0,0
402,11648.42,94173.9,82525.48,0.0,0.0,0,0.0,11648.42,0.12369053421383208,0,1,0,0,1,0
12,328010.27,454265.07,126254.79,637029.72,621605.54,0,-0.010000000009313226,343434.44999999995,0.7220679987567612,0,0,1,0,0,0
283,98892.9,60968.0,0.0,0.0,98892.9,0,37924.899999999994,0.0,1.6220459913397192,1,1,1,0,0,0
215,4733.04,6183196.22,6187929.26,5330927.71,5326194.67,0,9466.080000000075,9466.080000000075,0.0007654681869371437,0,0,0,0,0,0
14,32972.57,0.0,0.0,0.0,0.0,0,32972.57,32972.57,0.0,1,1,0,0,1,0
259,43498.07,21078.0,0.0,64684.45,108182.52,0,22420.07,-1.4551915228366852e-11,2.063671600721131,1,0,0,0,0,1
177,343635.94,0.0,0.0,2601230.97,2944866.91,0,343635.94,0.0,0.0,1,0,1,0,0,0
306,262816.49,79622.0,0.0,0.0,262816.49,0,183194.49,0.0,3.300802416417573,1,1,1,0,0,0
181,176145.12,48728.0,224873.12,0.0,0.0,0,352290.24,176145.12,3.614864554260384,0,1,0,0,0,0
254,401373.93,0.0,0.0,14668710.77,15070084.7,0,401373.93,0.0,0.0,1,0,1,0,0,0
681,7623.25,0.0,0.0,0.0,0.0,0,7623.25,7623.25,0.0,1,1,0,0,1,0
135,568828.02,131199.0,0.0,82916.53,651744.55,0,437629.02,0.0,4.335612466558434,1,0,0,0,0,1
239,4650.74,195870.33,191219.58,0.0,0.0,0,-0.010000000009313226,4650.74,0.023743973883129724,0,1,0,0,1,0
141,95759.56,0.0,0.0,3651998.09,3747757.65,0,95759.56,0.0,0.0,1,0,1,0,0,0
588,1064425.7,1064425.7,0.0,3187812.57,4252238.26,1,0.0,0.009999999776482582,1.0,1,0,1,0,0,0
396,100140.56,902518.0,802377.44,327689.86,427830.42,0,0.0,0.0,0.11095685626214657,0,0,1,0,0,0
307,82395.72,50068.0,0.0,14173.54,96569.26,0,32327.72,1.4551915228366852e-11,1.645676280258848,1,0,1,0,0,0
250,230743.44,83880.0,0.0,0.0,230743.44,0,146863.44,0.0,2.7508755364806867,1,1,1,0,0,0
23,9547.9,14881.0,5333.1,0.0,0.0,0,0.0,9547.9,0.6416168268261542,0,1,0,0,1,0
136,153778.73,24936.0,0.0,139625.54,293404.27,0,128842.73000000001,0.0,6.166936557587424,1,0,1,0,0,0
705,10096.91,49462.0,39365.09,0.0,0.0,0,0.0,10096.91,0.20413468925639885,0,1,0,0,1,0
40,235430.14,24824.52,0.0,284999.63,520429.77,0,210605.62000000002,0.0,9.483774107213353,1,0,1,0,0,0
394,45166.62,72361.0,117527.62,0.0,0.0,0,90333.23999999999,45166.62,0.6241845745636462,0,1,0,0,0,0
477,338293.14,338293.14,0.0,4293922.64,4632215.78,1,0.0,-9.313225746154785e-10,1.0,1,0,1,0,0,0
379,15522.04,10397.0,0.0,0.0,0.0,0,5125.040000000001,15522.04,1.4929345003366357,1,1,0,0,1,0
324,393210.06,39946.0,0.0,1410187.12,1492688.44,0,353264.06,310708.7400000002,9.843540279377159,1,0,1,0,0,0
137,11768.22,31032.0,19263.78,0.0,0.0,0,0.0,11768.22,0.37922853828306263,0,1,0,0,1,0
